nrp;tanggal;shift;cn unit;Alat;jk;jkp_opr;rest_time;Absent;PemotongUlap;TingkatSP;in;out;jk1;RosterCode;NoMesin1;NoMesin2;Terlambat;SKL;SKL2;SKL3;SKL1;InputBY;TGLINPUT;IpoUpdateTime;Follow_Up;Progress;Problem;Ket_Lembur;Aprove_Atasan;Aprove_by;Aprove_tanggal;Aprove_HC;Aprove_HC_by;Aprove_HC_tanggal;Tindakan;Tgl_Tindakan
1D09092;2020-07-16 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;E;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-17 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:00:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-18 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 05:57:00.001;1900-01-00 17:56:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-19 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:00:00.001;1900-01-00 17:09:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-20 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 05:58:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-21 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 05:56:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-22 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;M;NULL;NULL;1900-01-00 05:57:00.001;1900-01-00 18:18:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-23 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;E;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-24 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 05:58:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-25 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 05:56:00.001;1900-01-00 18:08:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-26 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 05:54:00.001;1900-01-00 18:02:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-27 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;E;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-28 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:05:00.001;1900-01-00 17:47:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-29 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 05:56:00.001;1900-01-00 17:27:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-30 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 05:58:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-07-31 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;L;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-01 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:00:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-02 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;M;NULL;NULL;1900-01-00 06:00:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-03 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 07:00:00.001;1900-01-00 17:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-04 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-05 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-06 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-07 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:03:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-08 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:00:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-09 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:04:00.001;1900-01-00 17:48:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-10 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;E;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-11 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 05:57:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-12 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:03:00.001;1900-01-00 17:34:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-13 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:01:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-14 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:04:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1D09092;2020-08-15 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:00:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-16 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-17 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-18 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-19 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-20 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-21 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-22 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-23 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-24 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-25 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-26 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-27 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-28 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-29 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-30 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-07-31 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-01 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-02 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-03 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-05 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-07 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-08 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-09 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-10 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-11 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-12 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;I;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-13 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:00:00.001;1900-01-00 17:48:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-14 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:03:00.001;1900-01-00 17:43:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1M98091;2020-08-15 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 05:52:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-16 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:14:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-17 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:52:00.001;1900-01-00 18:06:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-18 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:35:00.001;1900-01-00 20:14:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-19 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:12:00.001;1900-01-00 18:45:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-20 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:12:00.001;1900-01-00 18:45:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-21 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:08:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-22 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;M;NULL;NULL;1900-01-00 06:07:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-23 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:00:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-24 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:08:00.001;1900-01-00 18:37:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-25 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:01:00.001;1900-01-00 18:05:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-26 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:02:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-27 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:02:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-28 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:11:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-29 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;M;NULL;NULL;1900-01-00 06:12:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-30 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:25:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-07-31 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;L;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-08-01 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:12:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-08-02 00:00:00.000;;NULL;NULL;NULL;NULL;NULL;E;NULL;NULL;;;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-08-03 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:15:00.001;1900-01-00 18:00:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61112579;2020-08-04 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;-;NULL;NULL;1900-01-00 06:02:00.001;1900-01-00 18:07:00.001;;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2020-08-20 00:00:00.008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
